Age,Education,Marital Status,Parental Status,Children,Income,Total_Spending,Days_as_Customer,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,Web,Catalog,Store,Discount Purchases,Total Promo,NumWebVisitsMonth,cluster
57,2,1,1,2,29672,25,4792,6,9,1,3,0,4,8,0,0,3,1,0,6,0
70,3,1,1,1,55951,1374,4993,62,1225,0,80,0,13,40,3,6,11,3,2,8,1
34,1,0,1,1,35388,32,4797,20,6,4,7,4,3,8,1,0,3,1,0,7,0
36,3,1,1,1,42386,100,4850,43,65,4,16,0,4,11,3,0,3,1,0,8,0
40,2,0,0,0,68627,825,4851,45,395,15,263,60,54,38,2,3,6,1,0,1,2
57,4,0,1,1,57912,916,4422,34,801,0,80,0,0,35,8,3,12,5,1,5,1
64,2,0,1,2,35246,62,4392,53,36,0,12,2,2,10,3,1,3,4,0,5,0
66,1,1,1,1,58821,728,4578,44,513,14,154,19,0,28,9,2,9,1,0,6,1
44,4,1,1,1,46377,90,4438,89,37,0,46,4,3,0,2,1,3,1,0,4,0
34,2,0,1,1,39747,273,4395,43,80,15,93,20,13,52,5,1,4,3,0,8,1
38,2,1,1,1,23976,66,4502,68,14,1,21,2,3,25,3,1,3,3,0,7,0
61,3,1,0,0,80950,1213,4776,44,525,81,112,120.5,81,63,6,7,9,1,1,2,2
56,2,0,0,0,27038,107,4967,64,1,26,25,17,23,15,3,0,3,1,0,9,0
75,2,0,0,0,77457,1157,4434,85,675,11,400,15,45,11,2,5,10,1,1,1,2
58,3,1,1,1,64100,546,4610,93,509,0,27,0,0,10,8,3,6,1,1,7,1
30,3,1,0,0,42670,241,4746,12,154,2,46,20,4,15,4,2,4,1,0,4,0
46,2,0,1,1,12571,53,4480,86,3,5,14,2,12,17,3,1,3,4,0,6,0
55,2,1,1,3,22574,37,4562,28,25,0,8,2,0,2,2,0,3,2,0,7,0
33,2,1,0,0,51381.5,1611,4709,69,861,81,461,60,30,61,6,5,12,1,2,3,2
46,3,0,0,0,70893,1508,4826,42,768,44,556,77,44,14,6,6,10,1,0,3,2
56,2,1,1,2,54198,235,4512,13,185,0,28,3,2,17,3,1,6,6,0,4,0
66,3,1,1,2,28839,32,4428,86,24,0,7,0,0,1,2,0,3,2,0,5,0
50,2,1,1,2,40321,102,4653,59,44,4,21,6,0,27,3,0,3,2,0,7,0
37,2,0,1,1,66503,401,5002,30,91,64,128,65,3,50,4,3,6,2,0,3,1
71,2,1,1,2,30833,28,4666,33,11,0,7,3,1,6,1,0,3,2,0,5,0
52,2,0,1,3,51381.5,1052,4628,67,738,20,172,52,50,20,2,3,10,6,2,7,1
51,2,1,1,1,64795,680,4846,23,412,5,119,38,29,77,3,3,12,3,0,2,1
48,2,1,1,1,34421,30,4681,81,3,3,7,6,2,9,1,0,2,1,0,7,0
57,4,0,1,2,47025,20,4458,6,16,0,3,0,0,1,1,0,2,1,0,7,0
61,4,0,1,1,64325,1307,4825,41,731,60,353,78,12,73,10,3,5,5,0,7,1
69,2,0,1,1,40464,630,4852,78,424,17,118,7,23,41,8,2,8,6,0,8,1
65,2,1,0,0,62187,1283,4677,49,792,0,275,45,45,126,4,8,5,1,0,3,2
46,4,0,1,1,14849,65,4680,39,21,2,28,3,2,9,2,0,4,3,0,8,0
38,2,1,1,1,27255,37,4552,3,22,1,11,0,1,2,1,0,3,1,0,7,0
72,4,1,1,3,54432,38,4734,37,33,0,5,0,0,0,1,0,3,1,0,4,0
36,4,0,1,1,29999,160,4819,22,68,7,59,10,5,11,3,1,4,4,0,8,0
39,2,0,1,1,24072,23,4757,79,9,1,6,3,0,4,1,0,2,1,0,8,0
33,4,0,0,0,33996,71,4609,46,40,2,15,8,0,6,1,1,3,1,0,4,0
66,4,1,1,1,66334,1161,4770,82,909,11,218,0,0,23,9,3,5,2,0,5,1
51,3,1,1,1,35178,59,4853,10,23,1,13,2,2,18,1,1,2,1,1,7,0
39,2,1,1,1,22010,33,4682,51,11,2,9,3,0,8,2,0,3,2,0,8,0
62,2,0,1,2,62204,946,4973,38,317,46,247,120.5,46,126.5,4,5,12,1,0,3,1
54,2,0,0,0,75693,1442,4888,10,797,81,293,72,81,30,11,4,6,1,3,4,2
50,2,1,1,1,30675,62,4912,14,10,2,16,11,2,21,1,0,3,1,0,8,0
57,2,1,0,0,83003,1674,4801,18,856,61,556,40,25,122,7,6,8,1,1,3,2
90,4,1,0,0,83532,1853,4594,36,755,81,556,104,64,126.5,4,6,4,1,1,1,2
34,2,0,0,0,68655,1538,5006,95,456,19,556,75,81,38,4,5,11,1,0,3,2
36,2,0,0,0,41411,139,4522,11,37,32,38,11,3,18,2,1,4,1,0,6,0
53,4,1,1,1,55212,1182,4901,65,1103,0,45,0,0,34,4,2,11,3,2,8,1
72,4,1,1,1,59292,507,4699,71,378,14,68,19,14,14,3,5,8,2,0,3,1
49,0,1,1,1,27190,18,4636,13,1,6,7,0,1,3,1,0,2,1,1,8,0
70,2,0,0,0,82623,940,4549,58,204,34,204,120.5,81,126.5,2,9,4,1,0,1,2
57,2,1,1,2,44300,42,4689,65,30,0,9,0,0,3,1,0,3,2,0,6,0
52,2,0,0,0,84835,1190,4331,0,189,81,379,111,81,126.5,4,4,6,1,0,1,2
51,2,0,1,2,30372,44,4869,33,15,0,12,7,3,7,2,0,3,3,0,7,0
46,3,1,1,1,33181,16,4495,90,9,0,3,0,0,4,1,0,2,1,1,6,0
65,2,1,1,1,71113,835,4512,95,495,33,255,11,33,8,6,7,9,4,0,4,1
36,2,1,1,1,71952,1443,4853,93,656,80,455,52,81,93,8,4,8,2,2,4,2
56,4,0,0,0,69759,1029,4562,38,452,20,514,13,30,0,4,6,5,3,0,3,2
48,2,1,0,0,72099,1188,4928,18,546,81,410,119,0,22,3,4,10,1,0,1,2
46,4,0,1,1,60000,1277,4872,57,1048,0,217,0,0,12,11,3,5,5,0,6,1
44,2,0,1,2,38643,49,4530,45,22,2,14,0,1,10,2,0,3,2,0,7,0
67,2,1,1,1,50737,99,4732,61,78,0,11,0,0,10,2,0,4,1,1,6,0
53,4,1,0,0,68462,1670,4882,6,561,64,556,84,81,48,3,3,8,1,0,1,2
79,3,1,0,0,65073,900,4631,65,629,17,177,69,0,8,5,3,5,1,0,2,2
74,4,1,1,2,46681,425,4582,52,269,15,69,15,19,38,4,6,4,2,0,5,1
65,2,1,0,0,78618,2153,4957,87,736,81,556,120.5,81,61,4,7,10,1,1,2,2
53,4,0,1,1,62187,636,4417,38,512,0,83,0,0,41,6,2,10,3,0,4,1
44,2,1,1,2,28442,57,4443,53,19,3,10,11,8,6,2,1,4,3,0,4,0
44,4,1,1,1,37717,25,4901,31,9,0,6,4,1,5,1,0,2,1,0,9,0
55,2,1,1,2,51479,494,4866,67,247,8,160,6,8,65,6,3,6,7,0,7,1
53,2,0,1,1,54803,693,4995,65,404,0,92,28,27,126.5,6,2,9,2,0,4,1
62,2,1,0,0,79530,1348,4726,64,333,0,556,120.5,42,29,4,10,11,1,0,2,2
46,2,0,1,1,31615,51,4788,82,2,3,20,6,11,9,2,0,3,2,0,7,0
60,2,1,0,0,72025,1932,4907,27,833,33,549,120.5,81,126.5,4,3,8,1,0,3,2
47,4,0,1,1,52614,990,4893,63,789,0,142,12,9,38,2,4,8,2,0,8,1
38,1,1,1,1,35684,30,4386,66,10,4,7,0,6,3,1,0,3,1,0,6,0
47,2,1,1,2,48178,254,4927,69,159,4,45,6,2,38,5,1,4,6,0,8,1
52,3,0,1,1,29548,29,4622,52,7,1,6,3,1,11,1,1,2,1,1,4,0
56,2,0,1,1,63810,1371,4913,45,977,12,253,16,12,101,4,3,12,4,1,8,1
50,4,0,1,2,38578,73,4690,2,38,4,22,3,3,3,3,0,3,3,0,8,0
47,3,0,1,2,46098,120,4998,86,57,0,27,0,0,36,3,2,2,4,0,8,0
52,2,0,0,0,22585,81,4786,23,3,9,15,13,2,39,1,1,2,1,1,9,0
33,2,0,1,1,30279,37,4864,13,10,4,14,4,4,1,1,0,3,1,0,8,0
61,4,1,1,1,66426,1377,4588,14,1043,24,97,32,24,126.5,3,5,10,2,0,6,1
53,2,0,1,1,30822,51,4698,92,3,9,13,2,12,12,1,0,3,1,0,7,0
53,4,1,1,2,33581,17,4855,38,11,0,5,0,0,1,1,0,2,1,0,8,0
37,2,1,1,1,19986,22,4545,74,3,6,5,0,2,6,0,0,3,1,0,7,0
68,2,0,0,0,27421,324,4882,14,43,12,96,78,40,55,4,1,6,3,0,7,1
49,1,1,1,3,35688,211,4994,94,73,3,90,12,1,32,4,1,4,7,0,8,1
41,3,0,1,1,36143,19,4409,33,12,0,1,0,0,6,0,1,2,1,0,3,0
51,2,0,1,1,10245,41,4728,32,4,7,7,6,4,13,1,2,2,3,0,5,0
54,3,1,1,1,43795,492,4574,11,314,11,53,4,3,107,7,3,4,3,1,7,1
62,2,1,1,1,63381,1005,4950,78,571,50,142,33,50,126.5,4,5,13,4,0,2,1
73,2,1,1,1,38823,114,4986,56,70,0,11,2,8,23,2,1,3,1,0,6,0
54,4,0,1,2,83664,1173,4735,57,866,21,151,28,21,86,2,2,12,3,0,5,1
43,2,1,0,0,90300,1738,4495,7,594,81,556,33,81,57,5,6,8,0,1,1,2
43,3,1,1,1,62499,222,4520,0,140,4,61,0,13,4,3,1,6,2,0,4,0
29,2,0,0,0,74293,1127,4374,66,375,81,335,93,81,81,5,4,6,1,0,2,2
76,4,1,0,0,51012,209,4755,86,102,9,63,2,9,24,4,1,4,1,0,6,1
54,3,1,1,1,70777,787,4442,80,554,35,113,0,7,78,5,3,12,3,0,3,1
31,4,1,0,0,68682,1598,4584,56,919,0,505,99,30,45,4,9,10,1,0,2,2
51,2,1,1,2,43824,186,4970,18,96,1,42,12,3,32,3,1,4,4,0,8,0
38,2,1,1,1,15345,47,4985,51,5,2,16,3,2,19,1,1,2,2,0,8,0
35,2,0,1,1,23442,27,4870,71,2,0,6,8,6,5,1,0,3,1,0,7,0
42,1,1,1,1,14515,96,4915,71,6,4,9,6,36,35,2,2,3,4,0,7,0
66,1,0,1,2,31395,64,4781,80,23,1,25,0,8,7,2,1,3,4,0,6,0
57,2,1,0,0,75276,1040,4958,2,610,81,125,120.5,42,21,9,4,9,1,0,5,2
48,2,0,1,2,42373,163,4636,83,67,5,61,3,8,19,2,1,5,5,0,5,0
62,2,1,0,0,30507,343,4793,29,65,36,74,38,20,110,5,1,4,1,0,7,1
67,4,0,1,3,55521,446,4568,11,416,0,26,0,0,4,6,3,6,9,1,7,1
57,2,1,1,2,48006,41,4338,55,23,0,11,3,2,2,1,0,3,1,0,6,0
50,4,0,1,1,27213,70,4986,19,19,3,26,10,9,3,2,0,4,3,0,8,0
51,4,0,1,2,65808,272,4348,1,155,7,80,13,7,10,5,1,5,3,0,6,1
48,4,1,1,1,30351,46,4706,19,14,0,24,3,3,2,3,0,2,1,0,9,0
59,2,1,1,2,50437,490,4938,28,370,9,92,6,9,4,7,1,8,3,0,7,1
40,1,0,1,1,23616,79,4907,76,4,22,11,3,7,32,3,0,3,2,0,8,0
46,2,1,1,1,53858,915,4915,50,407,53,221,58,81,26,4,3,6,4,0,4,1
67,4,1,1,1,66465,1485,4774,1,1200,0,204,38,29,14,11,9,12,3,1,6,1
35,2,0,1,1,46923,369,4994,90,85,44,54,102,78,6,5,1,7,3,0,7,1
60,2,1,1,1,75072,1073,4840,83,583,34,309,0,22,125,5,4,8,2,0,3,1
79,4,1,0,0,75865,1242,4408,73,483,0,556,120.5,0,12,3,5,10,1,0,1,2
47,1,1,1,1,19789,78,4539,24,2,5,9,28,6,28,2,1,3,3,1,5,0
28,2,1,0,0,80134,1378,4453,11,966,26,282,52,26,26,2,7,11,1,4,5,2
41,2,0,0,0,91065,1474,4810,33,822,81,108,120.5,81,114,7,9,9,1,2,3,2
51,3,1,1,2,49505,751,4799,4,604,0,100,19,0,28,10,2,8,9,0,8,1
49,4,1,1,1,37401,48,4372,14,19,3,19,3,1,3,2,0,3,2,0,7,0
39,2,1,1,1,30096,45,4356,30,5,3,11,12,5,9,2,0,3,1,0,6,0
40,3,1,1,1,18492,10,4342,75,2,2,2,2,1,1,1,0,2,1,0,8,0
48,3,1,0,0,82584,1435,4708,26,1076,68,103,29,81,68,3,4,8,1,2,1,2
81,4,1,0,0,93027,2119,4760,77,1225,42,556,55,0,21,7,10,5,0,1,2,2
69,2,1,1,3,48686,20,4525,8,10,0,7,2,0,1,1,0,2,1,0,8,0
36,2,1,0,0,92910,1795,4384,42,551,81,556,120.5,81,33,6,7,13,1,3,1,2
33,2,1,1,1,75433,1188,4403,28,800,0,297,0,34,57,2,5,10,2,2,6,1
33,1,1,1,1,10404,43,4374,52,2,2,11,10,6,12,1,0,4,2,0,5,0
54,2,1,1,1,61314,1008,4748,1,378,0,189,97,81,126.5,5,5,12,2,0,3,1
61,4,0,0,0,84865,1688,4734,1,1225,16,349,43,16,16,2,4,9,1,4,4,2
33,2,1,1,1,42387,684,4926,42,235,0,235,19,4,126.5,8,1,7,5,0,8,1
55,1,1,1,2,67309,1082,4840,76,515,47,181,120.5,81,95,9,6,9,15,0,7,1
58,2,1,1,1,75236,1068,4534,27,438,66,400,12,38,114,8,3,13,1,0,4,2
52,2,0,1,1,30015,57,4465,28,25,0,22,2,3,5,1,0,4,2,0,5,0
66,3,1,1,1,50943,46,4691,49,31,0,7,2,0,6,1,0,3,1,0,5,0
56,2,0,1,1,67272,733,4508,12,357,35,271,28,28,14,6,2,12,3,0,5,1
73,3,0,1,1,51529,467,4613,14,400,4,35,6,0,22,9,1,5,2,0,8,1
51,4,1,1,1,32011,122,4629,89,99,0,15,2,1,5,2,1,4,3,0,7,0
36,1,1,1,1,7500,36,4825,96,1,11,5,4,6,9,2,0,3,2,0,8,0
33,2,1,1,1,28691,34,4678,56,5,4,13,8,0,4,1,0,3,1,0,8,0
74,4,1,1,1,56223,156,4509,72,77,28,31,16,0,4,2,1,5,2,0,4,0
76,2,1,0,0,18100,14,4645,14,3,1,2,4,3,1,0,0,3,1,0,5,0
33,2,0,1,1,30279,37,4864,13,10,4,14,4,4,1,1,0,3,1,0,8,0
48,1,1,0,0,20130,34,4422,99,0,6,3,7,6,12,1,0,3,1,0,8,0
63,2,0,0,0,23295,20,4669,72,0,0,1,2,12,5,1,0,2,1,0,8,0
50,3,0,1,1,42618,192,4581,92,76,14,74,13,5,10,5,0,4,2,0,8,0
58,2,0,0,0,81246,1379,4500,87,398,81,537,61,81,37,4,5,7,1,2,1,2
46,2,1,1,1,24027,48,4703,7,14,7,11,11,0,5,2,0,3,2,0,8,0
69,4,1,1,1,55707,428,4507,91,208,7,82,30,66,35,3,2,9,2,0,3,1
67,2,0,1,1,57959,868,4741,71,430,16,322,43,24,33,4,7,11,5,0,3,1
53,2,1,1,1,56796,1001,4816,24,656,38,161,62,47,37,8,9,7,3,0,7,1
51,3,0,1,1,36230,59,4573,17,14,2,30,8,2,3,2,0,4,1,0,5,0
42,1,1,1,2,70829,431,4528,87,141,70,106,72,19,23,4,2,8,2,0,3,1
46,2,1,1,1,65991,971,4978,21,507,19,364,25,47,9,9,5,10,3,0,7,1
50,2,1,1,3,38988,348,4996,90,164,24,103,12,3,42,5,1,6,7,0,8,1
56,1,0,0,0,89572,2059,4970,44,606,24,556,120.5,81,64,7,7,9,1,2,4,2
38,3,1,1,1,42207,265,4772,71,116,11,72,3,17,46,4,1,5,4,1,6,1
70,2,1,1,1,50300,270,4353,52,143,15,60,24,23,5,2,1,8,2,0,2,1
40,1,1,0,0,66664,1289,4960,78,398,81,447,120.5,81,32,5,7,6,1,0,3,2
58,2,1,1,1,60597,893,4497,2,522,0,257,32,16,66,2,2,8,4,1,7,1
73,2,0,0,0,70165,926,4598,60,161,0,253,120.5,81,122,3,7,11,1,0,1,2
64,4,0,1,1,50520,135,4470,25,112,0,6,2,1,14,3,1,3,2,0,6,0
59,2,1,0,0,80124,1495,4321,47,483,81,398,120.5,81,126.5,3,7,8,1,1,1,2
47,2,1,1,1,33183,120,4443,46,7,5,39,17,15,37,4,0,3,2,0,7,0
53,4,0,0,0,66582,1288,4436,83,789,25,420,16,38,0,2,8,9,1,0,1,2
67,4,1,0,0,75261,1743,4750,17,1225,17,413,23,34,17,5,6,5,1,2,2,2
52,2,0,1,1,31880,15,4924,13,4,1,5,2,0,3,1,0,2,1,0,8,0
71,2,1,1,2,53790,542,4433,86,335,42,127,28,5,5,7,2,8,3,0,6,1
51,4,1,1,1,49269,890,5001,92,639,8,166,11,8,58,7,3,12,3,0,7,1
47,2,1,1,1,61456,1388,4777,47,563,76,384,84,81,89,6,10,13,4,0,4,2
42,2,1,1,1,37406,17,4580,18,2,0,8,2,2,3,1,0,2,1,0,8,0
41,4,1,1,1,56937,906,5012,81,746,8,125,11,8,8,8,6,9,7,1,6,1
44,2,1,1,2,38415,44,4861,91,22,1,13,4,0,4,1,0,3,2,0,7,0
34,2,0,1,1,20518,25,4360,58,4,1,6,4,1,9,1,1,2,1,0,5,0
66,2,1,1,1,62503,973,4814,40,478,0,193,110,75,117,8,3,11,4,0,5,1
50,4,0,1,2,41644,31,4369,67,20,3,4,2,0,2,1,0,3,2,0,3,0
45,3,1,1,1,55842,518,4355,19,451,0,39,0,4,24,7,1,8,1,0,5,1
50,4,1,1,1,62010,530,4932,93,371,22,39,6,0,92,6,2,7,4,0,5,1
45,2,1,1,1,41124,506,4924,41,281,7,84,15,0,119,7,3,4,7,0,8,1
49,3,1,1,1,38961,70,4499,60,19,7,19,0,1,24,2,1,2,1,0,7,0
50,3,0,1,1,37760,54,4640,54,26,3,13,2,10,0,2,0,3,1,0,6,0
48,2,0,1,1,32233,296,4997,26,138,15,35,25,11,72,6,2,2,2,1,9,1
47,2,1,1,1,43057,266,4560,30,213,2,44,0,2,5,4,2,5,4,0,5,0
62,3,1,0,0,83151,747,4945,93,407,28,100,120,74,18,5,9,4,1,0,3,2
58,4,0,0,0,78825,895,4971,35,483,74,114,120.5,37,18,5,10,13,1,0,3,2
46,3,1,1,1,65104,1053,4545,4,738,0,232,13,20,50,3,5,7,2,0,7,1
48,2,1,1,1,60093,735,4686,92,502,12,109,16,6,90,7,2,10,2,0,6,1
53,2,1,1,1,14045,20,4472,24,11,0,5,2,1,1,1,0,3,1,0,7,0
70,1,0,0,0,28457,205,4927,96,24,1,108,29,29,14,4,1,4,1,0,8,0
64,4,1,1,1,78952,2092,4961,11,1170,19,556,99,76,126.5,2,5,12,2,0,6,2
46,2,0,1,1,46310,309,4891,99,185,2,88,15,5,14,6,1,5,2,0,8,1
67,2,1,0,0,76005,1722,4810,72,983,20,389,120.5,50,40,3,5,13,1,1,6,2
58,3,0,1,1,58308,900,4851,77,691,0,69,10,0,126.5,2,6,3,4,0,8,1
78,4,0,0,0,55614,682,4532,85,504,13,131,8,0,26,9,4,6,1,1,7,1
60,3,0,1,1,59432,663,4760,88,317,25,265,25,19,12,5,3,11,3,0,5,1
44,2,0,1,1,55563,43,4403,22,29,1,9,2,0,2,2,0,3,1,0,3,0
51,4,1,1,1,78642,1816,4752,83,1225,0,322,46,35,17,4,9,4,1,0,6,1
73,4,1,1,1,67911,976,4356,63,529,0,356,63,28,0,6,7,11,3,0,3,1
78,2,1,0,0,65275,746,4770,9,388,14,218,91,14,21,4,3,13,1,0,2,2
72,2,1,1,2,27203,64,5010,92,13,2,21,4,0,24,1,1,2,2,0,8,0
61,3,1,1,1,48330,32,4544,2,28,0,4,0,0,0,1,0,3,1,0,5,0
32,0,1,0,0,24279,263,4865,6,16,36,21,20,62,108,4,1,3,1,0,8,0
37,4,1,1,1,64355,1445,4992,66,1047,0,140,67,38,126.5,4,3,12,2,0,8,1
66,3,1,1,1,50943,46,4691,49,31,0,7,2,0,6,1,0,3,1,0,5,0
69,2,0,0,0,53653,1210,4917,29,815,10,239,28,10,108,10,4,12,2,0,6,2
46,2,1,1,1,65665,945,4527,77,225,81,387,106,36,29,5,10,8,1,0,3,2
33,2,0,0,0,81217,1157,4663,77,493,70,324,120.5,40,84,3,7,11,1,0,1,2
30,2,1,0,0,34935,137,4691,71,34,4,66,3,10,20,2,1,4,1,0,7,0
63,2,0,1,1,61250,730,4878,49,382,81,65,60,26,59,5,2,12,6,0,5,1
41,4,1,1,1,39665,216,4718,97,127,1,56,0,1,31,4,2,3,3,1,7,0
43,2,0,1,1,60152,943,4776,6,325,81,300,86,58,91,6,4,12,1,0,3,2
58,2,1,1,2,48920,347,4570,93,238,17,68,8,10,6,6,2,5,3,1,7,1
63,3,1,0,0,89120,1924,4422,78,1168,81,408,72,81,55,5,6,7,1,1,1,2
76,4,1,1,1,44124,397,4732,62,284,0,55,0,6,52,6,2,5,4,0,8,1
47,3,0,0,0,81169,2089,4759,47,1225,20,556,80,61,27,5,7,9,1,0,2,2
61,2,1,1,2,36443,138,4829,9,65,0,46,4,3,20,3,1,3,4,0,8,0
32,2,0,1,1,26095,42,4682,77,11,7,9,3,1,11,1,0,3,1,0,7,0
63,2,1,0,0,71367,777,4628,24,227,23,389,42,21,75,4,5,7,1,0,2,2
78,3,1,0,0,80184,1902,4438,19,1035,81,556,25,38,0,6,3,10,1,2,3,2
57,2,0,1,2,30630,52,4471,67,27,1,12,2,0,10,2,0,3,2,0,7,0
35,3,0,0,0,73454,1651,4438,95,982,73,351,56,14,126.5,2,4,6,1,1,5,2
31,2,1,0,0,42691,358,4635,48,179,2,64,38,17,58,5,1,6,1,0,5,2
69,2,1,0,0,70503,1727,4955,73,1225,33,216,0,33,66,2,4,9,1,2,6,2
35,2,1,1,1,25545,210,4977,35,32,1,64,16,12,85,2,2,3,3,0,6,0
36,2,1,1,1,32880,42,4890,76,8,4,15,7,6,2,1,0,3,1,0,8,0
64,4,1,0,0,77863,1291,4532,20,881,38,319,16,25,12,4,5,10,1,0,2,2
45,3,1,0,0,50353,442,4339,72,141,15,153,67,31,35,4,4,6,1,0,3,2
58,2,0,0,0,61839,1895,5004,20,1000,81,379,120.5,17,120,4,8,4,1,0,8,2
62,4,1,1,2,49154,411,4556,69,206,10,67,30,27,71,4,1,8,6,0,6,1
47,1,0,1,1,47682,521,4817,80,162,61,83,97,57,61,4,3,8,4,0,5,1
53,2,0,1,1,72679,1168,4602,65,619,54,260,120.5,54,54,4,7,5,1,0,1,2
45,3,1,1,2,57954,493,4329,52,456,4,24,0,0,9,8,2,6,7,1,7,1
60,2,1,1,2,65316,260,4749,65,112,6,92,3,9,38,3,2,5,2,0,4,1
40,2,0,1,1,28567,46,4695,57,11,3,22,2,2,6,2,0,3,2,0,6,0
71,3,1,1,1,47352,319,4762,70,172,12,112,8,0,15,6,1,5,4,0,7,1
55,2,1,1,1,44931,96,4480,0,78,0,11,0,0,7,2,1,3,1,0,5,0
55,2,0,0,0,76982,1062,4452,19,464,81,292,65,60,30,8,3,4,1,1,4,2
70,1,1,1,1,57247,232,4643,50,99,4,32,37,54,6,2,1,7,2,0,2,1
41,3,0,1,1,22944,76,4506,67,19,3,19,4,5,26,3,0,3,3,0,7,0
45,1,1,1,1,25315,54,4552,46,1,9,8,11,3,22,3,0,3,3,0,8,0
53,2,0,1,1,43638,201,5010,37,63,10,83,7,19,19,4,1,4,2,0,7,1
38,4,0,1,1,42710,406,4896,38,252,3,42,4,3,102,4,5,3,2,0,6,1
40,4,1,0,0,84169,1919,4644,9,1225,19,403,0,19,0,7,6,6,1,2,3,2
46,2,1,1,1,54058,662,4708,56,198,18,252,32,81,54,4,6,8,2,0,3,1
32,1,1,1,1,24683,41,4431,98,8,4,10,6,7,6,2,0,4,2,0,5,0
58,2,0,0,0,85620,1600,4491,68,416,46,556,60,81,46,3,6,4,1,0,1,2
42,2,1,1,1,47850,134,4526,72,42,7,43,20,12,10,3,0,4,1,0,6,0
54,2,1,1,2,19514,69,4472,47,14,3,21,2,1,28,3,1,2,4,1,8,0
49,3,1,1,2,27159,21,4410,33,17,0,3,0,0,1,1,0,3,2,0,6,0
59,1,0,1,2,39548,54,4408,87,15,4,10,3,4,18,1,1,3,2,0,3,0
33,2,0,1,1,21474,91,4400,0,6,16,24,11,0,34,3,1,2,2,1,7,0
51,4,0,1,1,60504,526,4460,73,458,0,24,6,4,34,6,2,8,2,0,6,1
59,2,1,0,0,22419,162,4755,74,30,3,47,19,21,42,3,2,2,1,0,8,0
73,3,1,0,0,81698,1008,4553,4,179,28,520,111,81,47,3,8,13,1,0,1,2
70,2,1,1,2,43462,240,4973,50,90,17,97,15,6,15,4,1,5,6,0,8,1
44,4,0,1,1,54880,795,4803,57,308,81,137,102,45,118,6,2,11,2,0,5,1
40,2,1,0,0,79908,1772,4768,30,557,81,556,29,81,111,5,6,7,1,1,2,2
52,1,1,0,0,15315,64,4648,27,7,4,13,15,8,17,2,0,4,2,0,5,0
63,2,1,1,1,87771,1957,4721,61,1225,38,287,50,57,33,5,10,4,1,4,6,2
44,2,1,1,1,33039,78,4611,4,30,8,12,8,8,12,2,0,4,1,0,5,0
42,2,0,0,0,81741,1572,4696,75,249,81,556,58,81,38,6,6,7,0,0,2,2
51,3,1,1,1,71499,795,4687,12,465,25,132,120.5,0,37,8,3,13,2,0,4,1
52,1,1,1,1,62466,889,4483,13,129,81,259,120.5,81,83,6,3,12,5,0,4,1
59,4,0,1,1,48799,331,4554,9,174,18,81,28,6,24,3,2,7,3,0,3,1
72,4,1,1,1,52157,265,4340,48,189,2,29,3,2,40,3,2,5,2,0,4,0
60,2,0,1,1,66565,1065,4889,80,747,10,161,65,40,42,4,2,9,4,0,8,1
71,3,1,1,2,29298,11,4613,60,6,0,2,2,0,1,1,0,2,1,0,5,0
43,2,0,1,1,47691,21,4677,43,14,0,3,0,0,4,1,0,2,1,0,6,0
52,2,1,1,2,38200,17,4887,19,12,0,4,0,0,1,1,0,2,1,0,7,0
48,2,1,1,1,44989,369,4973,26,98,0,106,49,10,106,5,1,5,5,0,6,1
54,4,1,1,2,38443,38,4471,58,32,0,5,0,0,1,1,0,3,2,0,7,0
44,1,0,1,1,38593,177,4607,42,51,12,49,17,24,24,4,1,3,3,0,8,0
52,4,1,1,1,64413,279,4650,27,200,5,44,0,10,20,5,1,5,1,0,5,1
41,3,1,1,1,36959,62,4588,56,25,6,25,6,0,0,2,0,3,2,0,8,0
45,4,1,1,1,61996,1230,4832,27,1050,12,144,0,0,24,6,4,8,3,3,5,1
54,2,1,1,2,51287,182,4407,10,117,0,22,13,0,30,4,1,3,3,0,7,0
52,2,1,1,2,13260,49,4628,48,9,4,17,10,2,7,3,0,3,4,0,8,0
56,4,1,1,2,47472,75,4604,39,56,0,11,0,0,8,2,0,4,2,0,5,0
66,3,1,1,2,54603,227,4673,85,145,13,46,17,2,4,4,2,4,6,0,7,1
48,4,1,1,2,45207,215,4914,64,203,0,10,0,0,2,3,1,6,5,1,6,0
71,2,1,1,1,40689,444,4786,69,270,3,27,39,6,99,7,1,5,7,0,8,1
55,1,1,1,2,47821,47,4570,54,9,0,16,6,6,10,1,0,3,1,0,8,0
71,3,1,0,0,27450,143,4758,57,37,12,23,8,11,52,2,1,3,1,0,7,0
39,2,1,1,1,39453,55,4405,64,46,0,7,0,0,2,2,0,3,2,0,6,0
51,1,1,1,2,26850,63,4390,10,31,1,13,7,2,9,2,1,4,4,0,4,0
67,2,0,0,0,79800,1867,4962,65,1060,21,530,32,0,126.5,5,11,5,1,3,3,2
61,3,1,1,1,61794,611,4606,74,264,47,188,54,47,11,4,4,10,2,0,2,1
67,2,1,1,1,53863,473,4361,4,399,4,30,6,4,30,7,1,7,3,1,7,1
63,2,1,0,0,24221,55,4631,94,8,9,9,2,5,22,1,1,3,1,0,4,0
38,4,0,1,1,39684,81,4943,41,19,0,35,6,4,17,2,1,2,2,0,7,0
47,3,1,0,0,92163,2086,4882,25,817,81,556,106,81,20,5,11,5,0,2,2,2
